name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled
University of Minnesota at Morris,No,1458,874,588,56,86,1846,154,9843,3180,600,1500,74.0,78,14.6,16,6716,51,5.654368203351905,5.407845383346775,4.067579338742283,7.040049268945194,3.6873286740602564,6.527098572052322,65.39618845679897,9.932527964405688,9.706971680718645,2799.591418290768,34148.77423378909,6.784079410208037,2.833213344056216,1.8283380674596714,0.5994513031550068,Medium,1,0,-0.09425256616303299,-0.3110067974520271,0.2864173028585362,1.4803479884652577,-0.0037159682714109697,-0.4751279270605347,-0.021978603319396543,0.4496014388117547,0.4565508868862346,-0.022123945179242006,-0.28237352323745246,0.18319470580243435,-0.28448920152158647,-0.6294214451007857,-1.0031778699438643,0.3581403891754813,-1.6325116659989423
University of Minnesota Twin Cities,No,11054,6397,3524,26,55,16502,21836,8949,3744,714,2910,88.0,90,12.2,37,16122,45,6.762904491899033,6.571859715217658,4.656179988547471,5.088171214391668,4.022644813610298,17.04139649710928,63.20085162182412,10.333451113027778,10.874759000481374,3963.3530380643106,49659.49561114865,5.909038089917999,3.6375861597263857,1.834194912835561,0.5787045413425005,Medium,1,0,1.6857728490650128,1.6185185652631666,1.9005047833278268,0.13799295441079093,1.785141538068163,3.252464204603436,-0.25768515161973476,1.1122688326987837,1.881256136776561,1.0351018728628827,0.6902976719925955,-0.43508339754859504,1.0294623131395182,1.4359985453353676,-1.1443034448935359,0.3581403891754813,-1.6325116659989423
University of Mississippi,No,3844,3383,1669,26,47,7524,804,4916,3810,600,550,75.0,86,20.3,14,6971,53,6.205278320808495,6.216601152854152,4.429992258802951,5.088171214391668,3.920413819919791,9.480218934160675,50.91893638420591,9.932527964405688,8.044569827624697,2876.0084132069483,44089.64233777555,8.662578691738847,2.70805020110221,1.828648022786973,0.8800728407908429,Low,0,0,0.7903680102767683,1.0296251232895002,1.2802425003398006,0.13799295441079093,1.239755680145494,0.5718300632983053,-1.5763565286293988,0.4496014388117547,-1.5715860927236946,0.0472975055627926,0.3410143789166372,1.5104862816404492,-0.488944521318963,-0.5201155153614891,0.9056923527935123,-1.0987972149572356,-1.6325116659989423
University of Missouri at Columbia,No,6574,4637,2940,32,62,14782,1583,9057,3485,600,1983,87.0,87,12.7,15,10145,58,6.49391699017328,6.394386715122539,4.603702547062953,5.579161020314319,4.009354190432621,10.83725910721091,63.47349936899419,9.932527964405688,10.191900911112072,3873.5164176623007,45443.82519345305,6.096499940947927,2.772588722239781,1.8314433888635593,0.7053544265287496,Medium,1,0,1.253847801236339,1.3243309032175472,1.7565987558111142,0.4756588429698257,1.7142382076551925,1.0529361064663343,-0.22841180351046542,0.4496014388117547,1.0481665078771898,0.9534892875353681,0.4259346495311623,-0.3026284436876273,-0.3835201634208818,0.4656719870602194,-0.2827936813098539,0.3581403891754813,-1.6325116659989423
University of Missouri at Rolla,No,1877,1826,823,49,77,3926,561,9057,3600,700,1435,88.0,88,14.4,23,9699,49,5.801683617127995,5.857501045612055,4.190773267042262,6.672223466972194,3.82136998030953,8.795462001737153,63.47349936899419,10.287356219704934,9.63093176306194,3963.3530380643106,46823.40870445627,6.713414378219178,3.1780538303479458,1.8311376677989126,0.9728289824187534,Medium,1,0,0.14229826513176697,0.43436375433048685,0.6242452977896328,1.2273850455284772,0.7113727750420918,0.3290659175990147,-0.22841180351046542,1.0360807080301793,0.3637818800188296,1.0351018728628827,0.5124477851823425,0.1332649014169342,0.2788113855351543,0.35785927255386774,1.5366469053956007,0.3581403891754813,-1.6325116659989423
University of Missouri at Saint Louis,No,1618,1141,479,18,54,4793,4552,7246,3964,500,4288,71.0,73,13.4,15,6433,48,5.715419665357875,5.5731853691326965,3.989278637867035,4.280162520647578,3.853264910072228,13.142833159685518,58.58227160020148,9.521846755027648,11.584967743875275,2576.530515080068,28713.47007719424,6.354191814974079,2.772588722239781,1.8279721027723927,0.7051915945611866,Low,0,0,0.0037804482995661597,-0.03693139536299752,0.0716975586031748,-0.41769469988544683,0.8815270795642023,1.8703220848959312,-0.753567850621616,-0.2291946039516519,2.74771367412753,-0.2247648828620271,-0.6232192944825511,-0.12055104982347017,-0.3835201634208818,-0.7584791088066984,-0.2839013122380045,-1.0987972149572356,-1.6325116659989423
University of Mobile,Yes,452,331,269,17,54,1417,301,6150,3680,550,1200,59.0,63,16.6,4,5412,52,4.9348703684150586,4.779186714795909,3.7552327050249326,4.161257057510804,3.6348565398489767,7.66680648423611,55.2179740593034,9.735330960613702,9.326478591460091,1777.0962231408664,19527.97071250106,7.471161845492948,1.6094379124341003,1.8264139118898144,0.7323008849557522,Low,0,1,-1.2495818464229378,-1.3531012221057366,-0.5701138464304865,-0.4994689411839057,-0.28364633870768746,-0.07107182401564707,-1.1147821063052947,0.12366360001576755,-0.007652219826546156,-0.9510154817010009,-1.199238322126377,0.6686666659070798,-2.2835393318336408,-1.3079760463630983,-0.09949594681348622,-1.0987972149572356,0.6125530498969481
University of Montevallo,No,1351,892,570,18,78,2385,331,4440,3030,300,600,72.0,72,18.9,8,5883,51,5.609383830635712,5.420597102245627,4.055863521891232,4.280162520647578,3.7353376580603648,7.834577833484964,49.07062835622906,8.421257384519414,8.183897511239495,2649.852552524213,27695.56132098715,8.222602697493853,2.1972245773362196,1.8271845334885841,0.6602516654330126,Low,0,0,-0.16648594954451845,-0.28986894342405867,0.2542896568747745,-0.41769469988544683,0.25240421584968076,-0.01159251633041347,-1.7748036637248292,-2.048308048513365,-1.4016057556008417,-0.1581550637201262,-0.6870519494859656,1.1996123641074883,-1.3233835886260938,-1.0362158831678892,-0.589595925871055,-1.0987972149572356,-1.6325116659989423
University of Nebraska at Lincoln,No,6277,6003,3526,33,63,16454,3171,5595,3145,500,2070,86.0,92,15.1,48,6813,53,6.469491259827098,6.537109100279114,4.656342037752912,5.654170235972273,4.022297194945399,12.32647781556618,53.362092126341,9.521846755027648,10.267386086890205,3784.712517455532,52599.33115919693,6.959113993880287,3.8918202981106265,1.8284580793071907,0.9563485741596304,Low,0,0,1.2146263330255924,1.5609142978087445,1.9009491620314671,0.5272445442404738,1.7832870485739147,1.5809028788708566,-1.3140424282305816,-0.2291946039516519,1.1402587274106681,0.8728148827034736,0.8746535950171559,0.30686892312721825,1.44475647114785,-0.587099195997888,1.4245423219433517,-1.0987972149572356,-1.6325116659989423
University of New England,Yes,1209,750,265,19,54,820,159,11450,5045,900,2500,75.0,75,11.4,13,9718,64,5.543394526614029,5.311560108138103,3.7488754361669674,4.394249799363181,3.5161987351962334,6.579741000507863,69.03368285684006,10.881155996328122,10.602060391825573,2876.0084132069483,30817.86634468314,5.602755748742425,2.6390573296152584,1.8311511317238771,0.6203473945409429,Medium,1,1,-0.27244787384539626,-0.4706138362008873,-0.5875470383187643,-0.3392340437249904,-0.9166665828977453,-0.4564648167414976,0.3685679569333126,2.0175449906937217,1.5485627320659785,0.0472975055627926,-0.4912534379026085,-0.6514933665420364,-0.601645107695158,0.36260733366640074,-0.8610365113216508,0.3581403891754813,0.6125530498969481
University of New Hampshire,No,9750,7640,2529,24,62,10358,1338,11180,3862,650,2450,89.0,87,17.5,16,7855,75,6.698859856026742,6.668122470475267,4.558964422414886,4.90575996229404,3.9641545036894885,10.491927410471792,68.4470898276569,10.115893212874479,10.566013194680412,4054.2224482249767,45443.82519345305,7.769748570134491,2.833213344056216,1.829599897137485,0.7835897435897435,Medium,1,0,1.58293356383862,1.7780882738730814,1.6339158350259935,0.012544204192919739,1.4731051711626768,0.9305070365698836,0.3055872717085839,0.7526774067369608,1.5045850058589698,1.1176527018812943,0.4259346495311623,0.8796391417393972,-0.28448920152158647,-0.1844364619201776,0.24938595237866734,0.3581403891754813,-1.6325116659989423
University of North Carolina at Asheville,No,1757,979,394,32,74,2033,1078,5972,3420,600,750,77.0,83,13.0,11,7011,37,5.763416112045589,5.478583672391277,3.9123468330293187,5.579161020314319,3.705728435417312,10.056514898818204,54.63519476004481,9.932527964405688,8.545341066409259,3031.9379352623355,40177.688977444705,6.207599060205051,2.4849066497880004,1.82869505971591,0.5571997723392146,Low,0,0,0.08085045117402455,-0.19374765459674304,-0.1392683366597052,0.4756588429698257,0.09444379004679493,0.7761419744386268,-1.1773533231047915,0.4496014388117547,-0.9606431574678065,0.18895256078278097,0.09569733284866454,-0.22412911897517096,-0.8534518760234878,-0.503527914514967,-1.290585207665746,-1.0987972149572356,-1.6325116659989423
University of North Carolina at Chapel Hill,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88.0,93,8.9,23,15893,83,6.902656330131913,6.5354637159577,4.640022740211033,7.88997942105679,4.007913668082476,10.09683374900641,61.780383249572765,9.735330960613702,9.326478591460091,3963.3530380643106,54108.59763306137,4.586569185775841,3.1780538303479458,1.8341198692378033,0.41004384762948753,Low,0,0,1.9101785148510175,1.5581868307212225,1.856197641860501,2.0648660712522746,1.7065532533235437,0.7904360556783387,-0.4101964618018934,0.12366360001576755,-0.007652219826546156,1.0351018728628827,0.9692990979140862,-1.3695004894439946,0.2788113855351543,1.4095343761426808,-2.291583082398756,-1.0987972149572356,-1.6325116659989423
University of North Carolina at Charlotte,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79.0,91,16.8,7,6227,62,6.42781807791552,6.370263566097588,4.441459357655043,4.394249799363181,3.960800023454214,12.384543748844335,58.58809409106737,9.932527964405688,10.11697185129063,3191.9953654123665,51116.35602619839,7.5380480626731705,2.0794415416798357,1.8276897128576166,0.7652938135447183,Low,0,0,1.1477098741758307,1.284343227294873,1.3116881005113126,-0.3392340437249904,1.455209560301861,1.6014887627356797,-0.7529427077266194,0.4496014388117547,0.956752752058499,0.3343576374315665,0.7816568116943878,0.7159264724323372,-1.515783424979524,-0.8580640794936881,0.12493165583940233,-1.0987972149572356,-1.6325116659989423
University of North Carolina at Greensboro,No,5191,4134,1500,15,44,7532,1847,8677,3505,600,1300,75.0,94,15.5,17,7392,53,6.368256065553345,6.3300923175973125,4.395512678957417,3.9068791807486942,3.9205643641070447,11.159118874738569,62.50446789808047,9.932527964405688,9.462240306916735,2876.0084132069483,55644.33133643742,7.097523353164199,2.8903717578961645,1.829123242481126,0.7963783471392796,Low,0,0,1.0520685344360616,1.217753460561817,1.1856910278279402,-0.6744109272506593,1.2405588090964768,1.1670437668623848,-0.33245372526234523,0.4496014388117547,0.15797762173098692,0.0472975055627926,1.0656043502924986,0.40466484905643485,-0.1911203270674524,-0.35252900877675375,0.3363777945293655,-1.0987972149572356,-1.6325116659989423
University of North Carolina at Wilmington,No,6071,3856,1449,15,67,6635,1145,7558,3680,500,1500,82.0,85,19.1,15,6005,55,6.451809754391998,6.29086214634508,4.3842191706920275,3.9068791807486942,3.9023517933158587,10.17708964050428,59.47811176445472,9.521846755027648,9.706971680718645,3439.822698933896,42760.679669250785,8.28621413521354,2.772588722239781,1.827368797740844,0.6351507165211662,Low,0,0,1.1862343630205132,1.1527236681079902,1.1547214556608447,-0.6744109272506593,1.1433976822468344,0.8188888569780044,-0.6573842538354956,-0.2291946039516519,0.4565508868862346,0.5594977786457802,0.25767565625110594,1.244558309119232,-0.3835201634208818,-0.9712349854807305,-0.7603399619273846,-1.0987972149572356,-1.6325116659989423
University of North Dakota,No,2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97.0,97,15.9,16,9424,49,6.0248232337808085,5.980556271932382,4.426710182990646,4.503953018570464,3.9347388973394803,10.63497125008403,53.49635784687568,9.28888019207096,9.326478591460091,4818.366258335609,60412.08392299406,7.234549861581548,2.833213344056216,1.8309381282547508,0.8098667626935542,Low,0,0,0.5006033498546346,0.6383459336719591,1.2712422427282153,-0.2637884142137955,1.3161776570461388,0.9812197988315344,-1.2996267317241952,-0.6142542984789047,-0.007652219826546156,1.8118434631329363,1.3645882269351624,0.5014836937996878,-0.28448920152158647,0.2874915341308929,0.4281299637334103,-1.0987972149572356,-1.6325116659989423
University of North Florida,No,1800,1253,560,44,85,3876,3588,6634,4360,600,2604,82.0,85,17.8,14,6104,47,5.7774424131470035,5.630540974336537,4.049168812184815,6.384759375706862,3.8192731522976477,12.602190161090352,56.748550194700904,9.932527964405688,10.674948341240357,3439.822698933896,42760.679669250785,7.867941719783123,2.70805020110221,1.8275141318435029,0.6961111111111111,Low,0,0,0.10337309901163497,0.0581439760517292,0.2359311193398942,1.0296888476949617,0.7001865358900139,1.6786500776951616,-0.9504488650286549,0.4496014388117547,1.6374863249391083,0.5594977786457802,0.25767565625110594,0.9490194931800552,-0.488944521318963,-0.9199828281061185,-0.3456694310072859,-1.0987972149572356,-1.6325116659989423
University of North Texas,No,4418,2737,2049,23,51,14047,5134,4104,3579,450,1700,86.0,94,22.6,6,5657,35,6.2812247985045255,6.094923343350059,4.494676855469588,4.810280968585637,4.003086576090388,13.421059098092487,47.686019154558245,9.28888019207096,9.923163850665636,3784.712517455532,55644.33133643742,9.360573109112233,1.9459101490553132,1.8268271211032494,0.6195110909913988,Low,0,0,0.9123186057535861,0.8279262153899554,1.4576235441653211,-0.053119072030679164,1.6808014963236437,1.9689604177853832,-1.9234648853065524,-0.6142542984789047,0.720306207993199,0.8728148827034736,1.0656043502924986,2.0036683228955776,-1.7339083692537995,-1.1622575725282904,-0.8667252940014962,-1.0987972149572356,-1.6325116659989423
University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75.0,75,21.5,8,6309,40,6.402124434465892,6.312532063860241,4.435314853601709,3.473099970406587,3.9368633583631207,10.723276903744745,59.96440682419059,9.694027010948128,10.442799694076525,2876.0084132069483,30817.86634468314,9.030380538487343,2.1972245773362196,1.827803823438646,0.7245931283905968,Low,0,0,1.1064524621969356,1.1886447511295755,1.2948383619500963,-0.9727316677869278,1.3275113138577812,1.012526450223129,-0.605172252396927,0.05539420530459672,1.3542640371372086,0.0472975055627926,-0.4912534379026085,1.7703640987717493,-1.3233835886260938,-0.8178229155133958,-0.15192637362707953,-1.0987972149572356,-1.6325116659989423
University of Northern Iowa,No,4144,3379,1853,18,52,10135,1448,6197,2930,595,2380,78.0,82,16.3,26,6333,77,6.2463818010196,6.215926740263024,4.46322515028474,4.280162520647578,3.961272521036431,10.65347527228082,55.37000044613355,9.913466522538904,10.514385612484983,3111.4506224560782,38923.295934475835,7.370241616806378,3.295836866004329,1.827836789883678,0.815395752895753,Low,0,0,0.8563696740797478,1.0285071849927911,1.3713752473021146,-0.41769469988544683,1.4577302586726892,0.9877799560609118,-1.0984595018104282,0.4180956600883188,1.4415991469202742,0.2611863106631819,0.01703484187169807,0.5973594417391935,0.47121122188858366,-0.806197279148967,0.4657397810257668,-1.0987972149572356,-1.6325116659989423
University of Notre Dame,Yes,7700,3700,1906,79,96,7671,30,16850,4400,600,1350,96.0,92,13.1,46,13936,97,6.576829538585435,6.267500321983034,4.472095654942279,8.047919168373971,3.923149370266851,4.042536621993316,79.23076012810235,9.932527964405688,9.526532156293346,4719.23211608182,52599.33115919693,6.2444098482081,3.8501476017100584,1.8334026504832042,0.4805194805194805,High,2,1,1.386984122473411,1.1139980000542182,1.395700348740444,2.1734851596189424,1.25434939990761,-1.3559697713457746,1.4633967085260515,0.4496014388117547,0.23641393781517428,1.7217844915537215,0.8746535950171559,-0.1981197138629203,1.3766836801623437,1.156606757571247,-1.8121871023693927,1.8150779933081982,0.6125530498969481
University of Oklahoma,No,4743,3970,2233,32,63,13436,2582,5173,3526,765,3176,86.0,90,11.5,11,10244,44,6.319664627002648,6.307303977863549,4.521194351185567,5.579161020314319,3.997564055015893,11.87530737342031,51.86828841539408,10.494968218578904,11.03322595882012,3784.712517455532,49659.49561114865,5.641488213824212,2.4849066497880004,1.8315084528410723,0.837022981235505,Low,0,0,0.9740431269899129,1.1799784278267873,1.5303410273395697,0.4756588429698257,1.651339737366003,1.4209512204558519,-1.474427527654091,1.3792330121720673,2.0745864664167515,0.8728148827034736,0.6902976719925955,-0.6241261617099947,-0.8534518760234878,0.4886168372633586,0.6128545482168315,-1.0987972149572356,-1.6325116659989423
University of Oregon,No,8631,6732,2546,25,61,11669,1605,10602,3660,570,1530,79.0,87,19.7,13,8020,54,6.636098803231687,6.5996522182502,4.560976861941693,4.998323204843082,3.979694367482817,10.865860735000581,67.15930914303736,9.816012876520363,9.741043041891256,3191.9953654123665,45443.82519345305,8.475511507547166,2.6390573296152584,1.8297594259956942,0.7799791449426486,Medium,1,0,1.4821553843456563,1.6645887364168466,1.6394344382529804,0.07620224590010687,1.5560078373793786,1.063076127555853,0.16732222950470962,0.25701902020397893,0.4981180852211085,0.3343576374315665,0.4259346495311623,1.3783101875984967,-0.601645107695158,-0.1281785155941174,0.2248255985948487,0.3581403891754813,-1.6325116659989423
University of Pennsylvania,Yes,12394,5232,2464,85,100,9205,531,17020,7270,500,1544,95.0,96,6.3,38,25765,93,6.8207757730177345,6.461438556085616,4.551123347326923,8.27402694247601,3.948361679235336,8.693015997582833,79.51413490537288,9.521846755027648,9.756731816043336,4621.1312933543995,58795.90038007271,3.4022963402336064,3.6635616461296463,1.8363580341086254,0.42213974503792157,High,2,1,1.778699307375282,1.4354792148943094,1.6124136821875812,2.328985093693537,1.3888530006318354,0.2927461441126657,1.4938217847884745,-0.2291946039516519,0.5172584530950752,1.632664244935875,1.2632379969775114,-2.206272367312898,1.0718935453228027,2.198824543357604,-2.2093032311272927,1.8150779933081982,0.6125530498969481
University of Pittsburgh-Main Campus,No,8586,6383,2503,25,59,13138,4289,10786,4560,400,900,93.0,93,7.8,10,13789,66,6.633395122896021,6.5706645804347215,4.555856197537694,4.998323204843082,3.9947583272622724,13.00643216987159,67.57415831771873,9.032160306951633,8.845130755470747,4428.029350733145,54108.59763306137,4.104640410812043,2.3978952727983707,1.833342511239234,0.7434195201490799,Medium,1,0,1.477813966061149,1.6165374531648016,1.6253923193580806,0.07620224590010687,1.636371632461944,1.821964385693793,0.21186330651465693,-1.0385747644227592,-0.5948985251698033,1.4572396942508257,0.9692990979140862,-1.7100169908089125,-0.9955858819980911,1.1353986175686341,-0.023863720517422086,0.3581403891754813,-1.6325116659989423
University of Portland,Yes,1758,1485,419,27,58,2041,174,12040,4100,600,1100,92.0,96,13.2,17,9060,72,5.763746470249842,5.733652223818631,3.936823575114947,5.175483632487222,3.706469133107931,6.729170230213948,70.284581461991,9.932527964405688,9.179807776613403,4333.028101275151,58795.90038007271,6.281111475406707,2.8903717578961645,1.8306597635087394,0.8447098976109215,Medium,1,1,0.0813809218548445,0.2290660734946192,-0.0721471009353398,0.19803987368047105,0.09839529272593896,-0.40348826758308165,0.5028730839628116,0.4496014388117547,-0.18659120673062196,1.3709352724803292,1.2632379969775114,-0.17218743851993448,-0.1911203270674524,0.18932604159263555,0.6651432139312449,0.3581403891754813,0.6125530498969481
University of Puget Sound,Yes,4044,2826,688,51,83,2738,138,16230,4500,630,1800,79.0,86,15.0,17,11217,63,6.2330455758788395,6.113412863539576,4.125917951884918,6.781106268224249,3.7601100673948316,6.347621831131207,78.18106503312791,10.044073557026874,10.02256149629937,3191.9953654123665,44089.64233777555,6.92428965966388,2.8903717578961645,1.8321001126384682,0.6988130563798219,High,2,1,0.8349551115263918,0.8585753209664879,0.4463961019520018,1.3022664532279355,0.38456102299753386,-0.5387571005957346,1.350694182124423,0.6339700077405097,0.8415717373961816,0.3343576374315665,0.3410143789166372,0.2822630870249347,-0.1911203270674524,0.6972660152166275,-0.32729000471534775,1.8150779933081982,0.6125530498969481
University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84.0,89,16.6,7,9158,63,6.6932016107417445,6.675890302282934,4.482118228358588,3.473099970406587,3.943684927570912,11.766837604037711,66.5372990217297,9.521846755027648,9.395616814032536,3610.2025953578996,48228.57254567277,7.471161845492948,2.0794415416798357,1.8307363842842732,0.8037954993259359,Medium,1,0,1.5738478708243755,1.790964600285754,1.4231847055428082,-0.9727316677869278,1.363903285024892,1.382495865494832,0.10053892028055368,-0.2291946039516519,0.07669669114387034,0.7142803580969322,0.6005650532112241,0.6686666659070798,-1.515783424979524,0.21634640346214432,0.3868314449009667,0.3581403891754813,-1.6325116659989423
University of Richmond,Yes,5892,2718,756,46,72,2854,594,14500,3285,700,1125,75.0,89,11.7,32,11984,100,6.435915000128085,6.090892894710907,4.160257837989228,6.502523683542768,3.7674119105254675,8.902599881760608,75.10522194648202,10.287356219704934,9.217598635692513,2876.0084132069483,48228.57254567277,5.7185622678208565,3.4965075614664802,1.8325134094049167,0.46130346232179226,Medium,1,1,1.160711457860908,0.8212451525718844,0.5405644999312657,1.1106782881401172,0.4235151780581282,0.36704908313466555,1.0204503919613213,1.0360807080301793,-0.14048620591693609,0.0472975055627926,0.6005650532112241,-0.5696679334896119,0.7990089285165864,0.8430153646735001,-1.9429001090978628,0.3581403891754813,0.6125530498969481
University of Rochester,Yes,8766,5498,1243,56,75,5071,438,17840,6582,500,882,93.0,99,5.9,23,26037,80,6.644120008455409,6.488819707064174,4.333426271140005,7.040049268945194,3.862027650717162,8.338463602283904,80.8555027596752,9.521846755027648,8.811711746394918,4428.029350733145,63726.11435013417,3.2043390674613335,3.1780538303479458,1.8364004667518001,0.6271959844855122,High,2,1,1.4950353859355887,1.4808675093739356,1.0154348556701913,1.4803479884652577,0.9282748871699776,0.16704809671101345,1.6378403162054327,-0.2291946039516519,-0.6356698513100282,1.4572396942508257,1.572409762644023,-2.3461430732055244,0.2788113855351543,2.2137884401032633,-0.8144503885205852,1.8150779933081982,0.6125530498969481
University of San Diego,Yes,3934,2735,886,40,70,3698,217,13600,5940,630,1820,93.0,96,15.6,13,10813,66,6.217960861898367,6.094500496533985,4.216959565723591,6.136729256270157,3.811531857387966,7.100899309312807,73.40886233652236,10.044073557026874,10.041825607079167,4428.029350733145,58795.90038007271,7.131907693465489,2.6390573296152584,1.8318644319663726,0.6952211489578037,Medium,1,1,0.8107329236340322,0.8272252844530933,0.6960545573875474,0.8591123720558882,0.6588879764870719,-0.2717006389429036,0.8383174900896683,0.6339700077405097,0.8650740304061989,1.4572396942508257,1.2632379969775114,0.4289597985788314,-0.601645107695158,0.6141530866237902,-0.35172321528957534,0.3581403891754813,0.6125530498969481
University of San Francisco,Yes,2306,1721,538,23,48,4309,549,13226,6452,750,2450,86.0,86,13.6,8,10074,62,5.919738023184487,5.822199761876843,4.033942217305583,4.810280968585637,3.83642266753598,8.755090290951923,72.68222245855117,10.448461969422015,10.566013194680412,3784.712517455532,44089.64233777555,6.426849011430599,2.1972245773362196,1.8313961206765021,0.746313963573287,Medium,1,1,0.3318634109292238,0.37584667216190404,0.1941760581232934,-0.053119072030679164,0.7916764328730291,0.3147530959025511,0.7603004064397545,1.3023649764046783,1.5045850058589698,0.8728148827034736,0.3410143789166372,-0.06921364143108587,-1.3233835886260938,0.4490028329006464,-0.004174865162930047,0.3581403891754813,0.6125530498969481
University of Sci. and Arts of Oklahoma,No,285,280,208,21,43,1140,473,3687,1920,600,1800,67.0,77,23.6,3,3864,43,4.634272871243011,4.666518792575207,3.644050185542972,4.609647768547939,3.589366233391702,8.479216885292702,45.859809520184285,9.932527964405688,10.02256149629937,2293.5563365530456,33014.976620545895,9.655360241725935,1.3862943611198906,1.822922355552573,0.9824561403508771,Low,0,0,-1.732264452530006,-1.5398649135285505,-0.8750036096379541,-0.1910995085854955,-0.5263297844880812,0.2169487970705791,-2.119539384004626,0.4496014388117547,0.8415717373961816,-0.48183437398018664,-0.35347352257287784,2.211956120304136,-2.6480466865381658,-2.539275456513029,1.6021336647549942,-1.0987972149572356,-1.6325116659989423
University of Scranton,Yes,4471,2942,910,29,60,3674,493,11584,5986,650,800,83.0,83,14.1,41,9131,92,6.287696514947417,6.136598242292045,4.2263754189141025,5.343132544941852,3.8104533849471447,8.555485773944335,69.32143652366823,10.115893212874479,8.650998387185288,3524.4964302674875,40177.688977444705,6.606696588429186,3.7376696182833684,1.8307154011091746,0.6580183404160144,Medium,1,1,0.9227105251409015,0.8970085044094642,0.7218751383838001,0.3133361961439693,0.6531345000104182,0.24398810214401248,0.39946318106852363,0.7526774067369608,-0.8317407990918487,0.6364201082318471,0.09569733284866454,0.0578612934555406,1.1929497028195202,0.20894667433666103,-0.6047876594014111,0.3581403891754813,0.6125530498969481
University of South Carolina at Aiken,No,848,560,377,14,24,1855,1412,5800,3066,500,1500,62.0,62,14.8,3,5035,48,5.3290358026203455,5.124868478087591,3.894655914798984,3.7701053698334652,3.6882654288657895,10.601860110571794,54.0611160918236,9.521846755027648,9.706971680718645,1963.0383410019397,18727.219793357373,6.854368826497129,1.3862943611198906,1.825718383437498,0.660377358490566,Low,0,0,-0.6166530934911117,-0.7800827364764745,-0.18778117748487302,-0.7684736752694478,0.0012814674849651998,0.969481038526664,-1.2389903799716606,-0.2291946039516519,0.4565508868862346,-0.7820953142680762,-1.2494530951634284,0.23285911133526874,-2.6480466865381658,-1.553254566988776,-0.5887409247304091,-1.0987972149572356,-1.6325116659989423
University of South Carolina at Columbia,No,7693,5815,2328,30,66,12594,3661,8074,3522,495,2941,84.0,88,16.9,18,8246,63,6.576355282456282,6.519657926954381,4.5339166250561656,5.42374736044689,3.9894306743668784,12.647458092938734,60.90782606196166,9.499487458239038,10.893902011184345,3610.2025953578996,46823.40870445627,7.571374949033891,2.9444389791664403,1.8299698958132962,0.755881970622644,Low,0,0,1.3862225885733104,1.5319864052413998,1.565228625551415,0.3687770077049723,1.6079494638007927,1.694698737128009,-0.5038802371615053,-0.2661512550778775,1.904610687203406,0.7142803580969322,0.5124477851823425,0.7394742565334033,-0.10280094841912382,-0.05395620976919257,0.06090953249709589,-1.0987972149572356,-1.6325116659989423
University of South Florida,No,7589,4676,1876,29,63,14770,10962,6760,3776,500,2180,84.0,89,17.0,7,11020,47,6.569254152560102,6.399056571860882,4.4671100985899965,5.343132544941852,4.009254934506132,15.253402077816023,57.13489507110818,9.521846755027648,10.35872948270383,3610.2025953578996,48228.57254567277,7.604625202738478,2.0794415416798357,1.8319868540671793,0.6161549611279483,Low,0,0,1.37481999235465,1.3320718792263195,1.3820287292917466,0.3133361961439693,1.7137086933008105,2.618573670368786,-0.908968206652819,-0.2291946039516519,1.251698039480713,0.7142803580969322,0.6005650532112241,0.7629678942848166,-1.515783424979524,0.6573253129759256,-0.8895546762860943,-1.0987972149572356,-1.6325116659989423
