GrLivArea,TotalBsmtSF,OverallQual,YearBuilt,LotFrontage,MasVnrArea,Neighborhood,BldgType,CentralAir,GarageType,KitchenQual,BsmtQual,SalePrice
1796,780,6,1963,71.0,415.0,NAmes,1Fam,Y,Attchd,TA,TA,140000
951,951,4,1936,50.0,0.0,IDOTRR,1Fam,N,Detchd,TA,TA,106500
2240,0,5,1979,64.0,0.0,SawyerW,Duplex,Y,Detchd,TA,,142953
2364,2330,9,2009,100.0,760.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,611657
1236,912,5,1961,65.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,135000
858,858,4,1971,,0.0,NAmes,1Fam,Y,Detchd,TA,TA,110000
1306,992,5,1957,64.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,153000
1509,783,7,2003,63.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,180000
1670,1670,7,2006,50.0,27.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,240000
902,876,5,1967,,75.0,Sawyer,1Fam,Y,Attchd,TA,TA,125500
1063,1056,5,1954,80.0,110.0,NAmes,1Fam,Y,Attchd,TA,TA,128000
1636,1623,8,2006,116.0,208.0,Somerst,1Fam,Y,Attchd,Gd,Gd,255000
2057,1017,7,1936,86.0,0.0,Crawfor,1Fam,Y,Attchd,Gd,Gd,250000
902,864,5,1983,,0.0,Mitchel,1Fam,Y,Attchd,TA,Gd,131000
1484,742,6,2005,149.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,174000
2274,1105,5,1960,80.0,361.0,NAmes,Duplex,Y,Detchd,TA,TA,154300
1268,1268,5,1977,,0.0,CollgCr,1Fam,Y,Detchd,Gd,Gd,143500
1015,768,5,1925,51.0,0.0,BrkSide,1Fam,N,Detchd,TA,TA,88000
2002,1001,5,1949,82.0,0.0,Crawfor,Duplex,N,2Types,TA,TA,145000
1224,612,6,2009,30.0,76.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,173733
1092,546,4,1970,21.0,80.0,MeadowV,Twnhs,Y,Attchd,TA,TA,75000
480,480,2,1949,50.0,0.0,IDOTRR,1Fam,N,Detchd,TA,TA,35311
1229,1134,4,1956,,0.0,Edwards,1Fam,Y,Attchd,TA,TA,135000
2127,1104,7,1991,103.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Ex,238000
1414,1184,6,1958,87.0,0.0,NAmes,1Fam,Y,Attchd,TA,Gd,176500
1721,928,6,1994,70.0,105.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,201000
2200,1272,5,1900,67.0,0.0,Edwards,Duplex,Y,,TA,TA,145900
1316,1316,6,2005,65.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,169990
1617,1604,6,1993,50.0,0.0,SawyerW,TwnhsE,Y,Attchd,Gd,Gd,193000
1686,1686,6,1980,79.0,157.0,NWAmes,1Fam,Y,Attchd,TA,Gd,207500
1126,1126,5,1977,,0.0,NWAmes,1Fam,Y,Attchd,Ex,Gd,175000
2374,1181,8,2003,93.0,340.0,NridgHt,1Fam,Y,BuiltIn,Ex,Gd,285000
1978,832,7,1968,,342.0,NWAmes,1Fam,Y,Attchd,TA,TA,176000
1788,1753,8,2001,,0.0,CollgCr,1Fam,Y,Attchd,Ex,Gd,236500
2236,964,7,1997,,285.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,222000
1466,1466,8,2007,73.0,0.0,Timber,1Fam,Y,Attchd,Gd,Gd,201000
925,925,5,1965,70.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,117500
1905,1905,9,2006,84.0,302.0,Somerst,1Fam,Y,Attchd,Ex,Ex,320000
1500,1500,7,2004,63.0,210.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,190000
2069,585,7,1960,313.0,0.0,NAmes,1Fam,Y,Attchd,Gd,Gd,242000
747,600,4,1926,52.0,108.0,BrkSide,1Fam,Y,Detchd,TA,Fa,79900
1200,1176,7,2003,67.0,,SawyerW,1Fam,Y,Attchd,Gd,Gd,184900
1971,1113,7,2005,75.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,253000
1962,1391,7,2006,73.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,239799
2403,1032,7,1940,,0.0,ClearCr,1Fam,Y,Attchd,TA,TA,244400
1728,1728,6,1976,55.0,0.0,Mitchel,Duplex,Y,Attchd,TA,TA,150900
2060,992,7,1999,,298.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,214000
1440,1440,4,1977,42.0,0.0,Edwards,Duplex,Y,,TA,Gd,150000
1632,1632,5,1967,100.0,0.0,Mitchel,Duplex,Y,Attchd,TA,TA,143000
1344,819,6,1958,,541.0,Timber,1Fam,Y,Basment,Gd,TA,137500
1869,1088,5,1890,98.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,124900
1144,1144,5,1959,70.0,128.0,NAmes,1Fam,Y,Attchd,TA,TA,143000
1629,1616,8,2002,85.0,236.0,Timber,1Fam,Y,Attchd,Gd,Gd,270000
1776,936,7,2002,65.0,144.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,192500
1381,1161,6,1972,78.0,0.0,NWAmes,1Fam,Y,Attchd,Gd,TA,197500
864,864,5,1950,60.0,0.0,NAmes,1Fam,Y,Detchd,Gd,TA,129000
965,828,5,1965,60.0,0.0,SawyerW,1Fam,Y,Detchd,TA,TA,119900
768,768,5,1972,60.0,0.0,CollgCr,1Fam,Y,Detchd,TA,Gd,133900
1968,784,5,1969,,232.0,Mitchel,1Fam,Y,Attchd,TA,TA,172000
980,945,6,1975,35.0,250.0,Edwards,Duplex,Y,,TA,Gd,127500
1958,979,6,1946,82.0,423.0,Crawfor,Duplex,N,Attchd,TA,Gd,145000
1229,561,6,1980,24.0,0.0,Blueste,TwnhsE,Y,Attchd,TA,Gd,124000
1057,1057,5,1962,70.0,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,132000
1337,1337,7,2003,65.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,185000
1416,696,7,1999,24.0,0.0,Somerst,Twnhs,Y,Detchd,Gd,Gd,155000
858,858,5,1958,50.0,0.0,BrkSide,1Fam,Y,,TA,TA,116500
2872,1330,6,1977,,424.0,NWAmes,1Fam,Y,Attchd,TA,Gd,272000
1548,804,6,1976,24.0,0.0,NPkVill,TwnhsE,Y,Detchd,Gd,Gd,155000
1800,1800,9,2007,122.0,0.0,CollgCr,1Fam,Y,Attchd,Ex,Ex,239000
1894,817,7,2002,80.0,44.0,Timber,1Fam,Y,BuiltIn,Gd,Gd,214900
1484,783,6,2005,65.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,178900
1308,728,5,1940,130.0,0.0,Crawfor,1Fam,Y,Detchd,TA,TA,160000
1098,1098,5,1955,,151.0,NAmes,1Fam,Y,Attchd,TA,TA,135000
968,600,3,1910,50.0,0.0,OldTown,1Fam,N,,TA,TA,37900
1095,588,6,1958,75.0,105.0,NAmes,2fmCon,Y,Attchd,TA,TA,140000
1192,720,4,1949,60.0,0.0,NAmes,1Fam,N,,TA,TA,135000
1626,764,7,2003,36.0,106.0,NridgHt,Twnhs,Y,BuiltIn,Gd,Gd,173000
918,918,6,1979,55.0,0.0,SawyerW,TwnhsE,Y,Attchd,TA,Gd,99500
1428,1428,7,2007,95.0,,Somerst,1Fam,Y,Attchd,Gd,Gd,182000
2019,728,7,1910,60.0,0.0,BrkSide,1Fam,N,Detchd,Gd,Gd,167500
1382,673,7,2000,,0.0,Somerst,Twnhs,Y,Detchd,Gd,Gd,165000
869,440,4,1923,51.0,0.0,BrkSide,1Fam,Y,,Fa,Gd,85500
1241,1241,7,2006,35.0,,Somerst,TwnhsE,Y,Attchd,Gd,Gd,199900
894,894,4,1954,68.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,110000
1121,1121,5,1963,80.0,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,139000
999,944,7,1961,,210.0,NAmes,1Fam,Y,Attchd,Ex,TA,178400
2612,1225,8,1998,98.0,975.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,336000
1266,1266,7,2007,43.0,16.0,Blmngtn,1Fam,Y,Attchd,Gd,Gd,159895
2290,1128,8,2002,,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,255900
1734,0,5,1977,75.0,0.0,Mitchel,Duplex,Y,Attchd,Gd,,126000
1164,1164,5,1950,68.0,0.0,Edwards,2fmCon,N,Detchd,TA,TA,125000
1635,485,6,1910,59.0,0.0,OldTown,1Fam,Y,Attchd,Gd,TA,117000
1940,1930,9,2009,83.0,450.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,395192
2030,848,6,1976,,298.0,NWAmes,1Fam,Y,Attchd,Gd,TA,195000
1576,770,7,2006,65.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,197000
2392,1396,8,1997,82.0,423.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,348000
1742,916,8,1882,121.0,0.0,OldTown,1Fam,Y,Attchd,Gd,TA,168000
1851,822,6,1964,80.0,340.0,NAmes,1Fam,Y,Attchd,Gd,TA,187000
1500,750,6,2005,68.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,173900
1718,1700,10,2006,96.0,230.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,337500
1230,747,4,1946,51.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,121600
1050,1050,5,1961,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,136500
1442,1442,6,1970,,571.0,NWAmes,1Fam,Y,Attchd,TA,TA,185000
1077,1007,3,1922,60.0,0.0,IDOTRR,1Fam,N,Detchd,TA,TA,91000
1208,1187,7,2006,64.0,24.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,206000
944,0,3,1952,74.0,0.0,Edwards,1Fam,N,Detchd,Fa,,82000
691,691,5,1920,60.0,0.0,OldTown,1Fam,Y,Detchd,Ex,Fa,86000
1574,1574,8,2006,75.0,53.0,Somerst,1Fam,Y,Attchd,Gd,Gd,232000
1680,1680,5,1976,,164.0,NWAmes,Duplex,Y,Detchd,TA,TA,136905
1504,1346,7,2005,43.0,16.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,181000
985,985,5,1977,65.0,220.0,CollgCr,1Fam,Y,Attchd,TA,Gd,149900
1657,1657,6,1970,,0.0,NAmes,1Fam,Y,Attchd,TA,Gd,163500
1092,546,4,1970,21.0,0.0,MeadowV,TwnhsE,Y,Attchd,TA,TA,88000
1710,1710,7,2004,43.0,108.0,Mitchel,1Fam,Y,Attchd,Gd,Ex,240000
1522,1008,5,1926,60.0,0.0,SWISU,1Fam,Y,,TA,TA,102000
1271,720,5,1948,115.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,135000
1664,0,5,1965,75.0,0.0,Edwards,Duplex,N,,TA,,100000
1502,602,6,1923,55.0,0.0,Crawfor,1Fam,Y,Detchd,Gd,TA,165000
1022,1022,5,1910,60.0,0.0,OldTown,1Fam,N,Detchd,TA,TA,85000
1082,1082,6,1948,60.0,206.0,NAmes,1Fam,Y,Detchd,TA,TA,119200
1665,810,8,2001,70.0,0.0,NWAmes,1Fam,Y,Attchd,Gd,Gd,227000
1504,1504,7,1996,73.0,196.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,203000
1360,1220,8,1984,,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,187500
1472,384,7,1991,,76.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,160000
1506,1362,7,2005,43.0,145.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,213490
1132,1132,4,2005,60.0,0.0,Edwards,1Fam,Y,Attchd,Gd,Gd,176000
1220,1199,7,2006,64.0,84.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,194000
1248,912,5,1930,52.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,87000
1504,1346,7,2005,43.0,14.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,191000
2898,1565,8,1976,,0.0,Timber,1Fam,Y,Attchd,Gd,Gd,287000
882,882,5,1972,70.0,0.0,CollgCr,1Fam,Y,Detchd,TA,TA,112500
1264,1268,5,1960,73.0,324.0,NAmes,1Fam,Y,Attchd,TA,TA,167500
1646,1638,8,2007,71.0,338.0,Timber,1Fam,Y,Attchd,Gd,Gd,293077
1376,768,5,1941,79.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,105000
1218,672,6,1972,21.0,281.0,BrDale,Twnhs,Y,Detchd,TA,TA,118000
1928,686,5,1916,,0.0,SWISU,2fmCon,Y,,TA,TA,160000
3082,824,7,1920,102.0,0.0,SWISU,1Fam,Y,Basment,TA,TA,197000
2520,1338,8,1993,,0.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,310000
1654,1654,7,2002,,295.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,230000
954,920,5,1938,50.0,0.0,Crawfor,1Fam,Y,Basment,Fa,Fa,119750
845,0,4,1957,,0.0,Edwards,1Fam,N,Detchd,TA,,84000
1620,1620,9,2007,89.0,70.0,Timber,1Fam,Y,Attchd,Ex,Ex,315500
2263,1055,8,2001,,396.0,CollgCr,1Fam,Y,BuiltIn,Gd,Gd,287000
1344,546,4,1970,21.0,0.0,MeadowV,Twnhs,Y,,TA,TA,97000
630,630,4,1970,21.0,0.0,MeadowV,TwnhsE,Y,Attchd,TA,Gd,80000
1803,1134,5,1957,88.0,67.0,Sawyer,1Fam,Y,Attchd,TA,TA,155000
1632,800,6,1966,,252.0,NWAmes,1Fam,Y,Attchd,Gd,TA,173000
1306,1306,6,2005,34.0,135.0,NridgHt,Twnhs,Y,Attchd,Gd,Gd,196000
2329,1475,7,1990,86.0,99.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,262280
2524,2524,8,1981,80.0,0.0,NWAmes,1Fam,Y,Attchd,Gd,Gd,278000
1733,0,3,1955,,0.0,Edwards,1Fam,Y,Attchd,TA,,139600
2868,1992,9,2005,85.0,208.0,StoneBr,1Fam,Y,BuiltIn,Ex,Ex,556581
990,990,5,1994,57.0,0.0,CollgCr,1Fam,Y,Detchd,TA,Gd,145000
1771,0,5,1960,100.0,75.0,Mitchel,1Fam,Y,Attchd,TA,,115000
930,0,4,1946,60.0,0.0,Edwards,1Fam,Y,Detchd,Gd,,84900
1302,1302,7,2007,73.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,176485
1316,1316,7,2007,103.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,200141
1977,816,6,1964,100.0,272.0,NAmes,1Fam,Y,Attchd,TA,TA,165000
1526,1216,5,1957,68.0,145.0,Edwards,1Fam,Y,Basment,TA,TA,144500
1989,1065,8,2002,90.0,210.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,255000
1523,1193,6,1976,104.0,160.0,NWAmes,1Fam,Y,Attchd,TA,Gd,180000
1364,1364,7,2005,43.0,240.0,NridgHt,TwnhsE,Y,Attchd,Gd,Gd,185850
1850,973,7,1994,,0.0,NoRidge,1Fam,Y,BuiltIn,Gd,Gd,248000
2184,1104,9,2008,96.0,154.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,335000
1991,854,6,1932,,480.0,Crawfor,1Fam,Y,Detchd,TA,TA,220000
1338,1338,8,2001,41.0,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,213500
894,894,3,1935,120.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,81000
2337,662,5,1900,85.0,0.0,OldTown,2fmCon,N,Detchd,TA,TA,90000
1103,1103,6,1925,50.0,0.0,OldTown,1Fam,Y,Detchd,Gd,TA,110500
1154,1154,5,1966,,200.0,NAmes,1Fam,Y,Attchd,TA,TA,154000
2260,1306,7,1996,80.0,0.0,ClearCr,1Fam,Y,Attchd,Gd,Ex,328000
1571,799,6,1993,59.0,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,178000
1611,780,6,1964,80.0,360.0,NAmes,1Fam,Y,Attchd,TA,TA,167900
2521,942,6,1973,42.0,0.0,MeadowV,TwnhsE,Y,Attchd,TA,Gd,151400
893,845,5,1949,60.0,0.0,NAmes,1Fam,Y,Detchd,Gd,TA,135000
1048,1048,5,1956,72.0,120.0,NAmes,1Fam,Y,Attchd,TA,TA,135000
1556,727,6,1968,78.0,0.0,NWAmes,1Fam,Y,Attchd,TA,TA,154000
1456,810,5,1948,50.0,0.0,Edwards,1Fam,Y,Detchd,TA,Fa,91500
1426,690,6,1977,75.0,140.0,Edwards,1Fam,Y,Attchd,TA,TA,159500
1240,1240,7,2006,74.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,194000
1740,800,7,1940,75.0,0.0,Crawfor,1Fam,Y,Attchd,TA,TA,219500
1466,796,5,1936,60.0,0.0,OldTown,1Fam,Y,Attchd,Gd,Fa,170000
1096,1096,5,1969,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,138800
848,848,6,2004,37.0,169.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,155900
990,990,5,1994,65.0,0.0,CollgCr,1Fam,Y,Attchd,TA,Gd,126000
1258,1258,6,1971,80.0,144.0,NWAmes,1Fam,Y,Attchd,Gd,TA,145000
1040,1040,5,1963,75.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,133000
1459,1459,7,2002,70.0,100.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,192000
1251,1251,6,1964,80.0,425.0,NAmes,1Fam,Y,Attchd,TA,TA,160000
1498,691,6,1995,,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,187500
996,936,6,1992,73.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,147000
1092,546,4,1973,,0.0,MeadowV,TwnhsE,Y,Attchd,TA,TA,83500
1953,1082,8,2005,85.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,252000
1709,970,7,2004,24.0,50.0,Edwards,Twnhs,Y,Detchd,Gd,Gd,137500
1247,1247,8,2005,37.0,0.0,Somerst,TwnhsE,Y,Attchd,Gd,Gd,197000
1040,0,3,1950,60.0,0.0,NAmes,Duplex,N,Detchd,TA,,92900
1252,600,7,1999,24.0,212.0,Somerst,Twnhs,Y,Detchd,Gd,Gd,160000
1694,1181,6,1925,60.0,0.0,SWISU,1Fam,Y,Detchd,TA,TA,136500
1200,864,5,1965,71.0,166.0,NAmes,1Fam,Y,Detchd,Gd,TA,146000
936,936,5,1956,74.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,129000
1314,1314,6,2006,78.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,176432
1355,684,6,1914,60.0,0.0,IDOTRR,1Fam,Y,,Gd,TA,127000
1088,1074,8,1986,,0.0,StoneBr,TwnhsE,Y,Attchd,Gd,Gd,170000
1324,672,4,1936,50.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,128000
1601,1271,7,1978,82.0,206.0,NWAmes,1Fam,Y,Attchd,TA,Gd,157000
438,290,2,1920,60.0,0.0,SWISU,1Fam,N,Detchd,Fa,TA,60000
950,950,5,1971,61.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,119500
1134,1010,5,1960,70.0,45.0,NAmes,1Fam,Y,Attchd,TA,TA,135000
1194,655,6,1959,79.0,0.0,NAmes,1Fam,Y,BuiltIn,TA,TA,159500
1302,630,5,1970,24.0,304.0,BrDale,TwnhsE,Y,Detchd,TA,TA,106000
2622,1463,8,1994,98.0,362.0,NoRidge,1Fam,Y,Attchd,Gd,Ex,325000
1442,910,7,1990,114.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,179900
2021,868,7,2006,168.0,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Ex,274725
1690,924,6,2000,,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,181000
1836,1836,8,2004,107.0,42.0,NridgHt,1Fam,Y,Attchd,Gd,Ex,280000
1658,773,6,1995,,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,188000
1964,803,7,1976,80.0,660.0,NWAmes,1Fam,Y,Attchd,TA,TA,205000
816,816,5,1957,73.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,129900
1008,1008,5,1953,66.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,134500
833,833,5,1954,90.0,0.0,OldTown,1Fam,Y,Detchd,Gd,TA,117000
1734,1734,8,2007,93.0,328.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,318000
1419,408,8,2002,,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,184100
894,894,5,1967,57.0,0.0,Sawyer,1Fam,Y,Attchd,Gd,TA,130000
1601,533,5,1958,85.0,0.0,Sawyer,1Fam,Y,BuiltIn,TA,TA,140000
1040,1040,5,1959,70.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,133700
1012,1012,6,1920,59.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,118400
1552,1552,7,2005,84.0,196.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,212900
960,672,4,1956,,0.0,Edwards,1Fam,Y,Basment,TA,TA,112000
698,698,5,1947,50.0,0.0,Edwards,1Fam,Y,,TA,TA,118000
1482,384,7,1992,,170.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,163900
1005,1005,4,1955,60.0,0.0,NAmes,1Fam,Y,Detchd,Fa,TA,115000
1555,1373,7,2007,53.0,130.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,174000
1530,1530,7,2004,182.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,259000
1959,847,7,2004,59.0,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,215000
936,936,5,1980,60.0,180.0,OldTown,Duplex,Y,Detchd,TA,Gd,140000
1981,1122,4,1928,65.0,0.0,SWISU,1Fam,Y,Detchd,Gd,TA,135000
974,974,5,1991,63.0,0.0,Mitchel,1Fam,Y,,TA,Gd,93500
2210,1008,6,1880,90.0,0.0,OldTown,1Fam,Y,Detchd,Fa,TA,117500
2020,1128,8,1995,80.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,239500
1600,916,6,1997,57.0,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,169000
986,960,6,1926,60.0,0.0,BrkSide,1Fam,N,Detchd,TA,TA,102000
1252,1032,6,1950,80.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,119000
1020,780,5,1875,54.0,0.0,Sawyer,1Fam,N,,TA,TA,94000
1567,1567,6,1977,,0.0,Mitchel,1Fam,Y,Attchd,Gd,TA,196000
1167,915,5,1920,98.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,144000
952,952,5,1951,60.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,139000
1868,780,5,1976,,44.0,NWAmes,1Fam,Y,Attchd,Gd,TA,197500
2828,1466,8,2006,77.0,340.0,CollgCr,1Fam,Y,BuiltIn,Gd,Ex,424870
1006,1006,5,1959,,0.0,Sawyer,1Fam,Y,,TA,TA,80000
924,672,4,1941,60.0,0.0,Edwards,2fmCon,N,Detchd,Fa,Gd,80000
1576,1042,5,1928,52.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,149000
1298,1298,6,1985,,85.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,180000
1564,704,7,1941,75.0,0.0,Crawfor,1Fam,Y,Attchd,Fa,TA,174500
1111,572,7,1926,,0.0,OldTown,1Fam,Y,Detchd,TA,TA,116900
1482,650,7,1920,50.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,143000
932,932,6,1950,57.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,124000
1466,1466,5,1959,134.0,132.0,Edwards,1Fam,Y,Attchd,Fa,TA,149900
1811,1073,6,1956,90.0,0.0,Crawfor,1Fam,Y,Attchd,Ex,TA,230000
816,816,6,1930,,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,120500
1820,864,7,1965,,288.0,NAmes,1Fam,Y,Attchd,Gd,TA,201800
1437,1437,5,1976,90.0,0.0,Veenker,1Fam,Y,Attchd,Gd,Gd,218000
1265,1219,5,1965,85.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,179900
1314,1314,7,2007,34.0,166.0,NridgHt,Twnhs,Y,Attchd,Gd,Gd,230000
1580,1580,8,2007,92.0,186.0,Somerst,1Fam,Y,Attchd,Gd,Gd,235128
1876,901,6,1974,76.0,270.0,NWAmes,1Fam,Y,Attchd,Gd,TA,185000
1456,855,6,1978,24.0,0.0,NPkVill,Twnhs,Y,Attchd,TA,Gd,146000
1640,1296,6,1954,,72.0,Crawfor,1Fam,Y,Detchd,Gd,TA,224000
894,894,5,1968,109.0,0.0,Sawyer,1Fam,Y,Attchd,TA,Gd,129000
1258,1198,4,1969,60.0,0.0,Sawyer,Duplex,Y,CarPort,TA,Gd,108959
1432,1360,5,1978,,0.0,Veenker,1Fam,Y,Attchd,Gd,Gd,194000
1502,1502,7,2009,79.0,268.0,NridgHt,1Fam,Y,Attchd,Gd,Gd,233170
1694,1694,8,2008,64.0,72.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,245350
1671,959,6,2000,58.0,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,173000
2108,1127,6,1935,120.0,0.0,Edwards,1Fam,Y,Basment,Gd,TA,235000
3627,1930,10,1995,118.0,1378.0,NoRidge,1Fam,Y,Attchd,Gd,Ex,625000
1118,1096,6,1977,76.0,0.0,Mitchel,1Fam,Y,Attchd,TA,TA,171000
1261,1261,6,1958,76.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,163000
1250,625,7,2006,35.0,0.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,171900
3086,1598,5,1946,138.0,0.0,ClearCr,1Fam,Y,,Ex,TA,200500
2345,952,6,1932,80.0,0.0,Crawfor,1Fam,Y,Detchd,TA,Gd,239000
2872,1683,8,1992,85.0,337.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,285000
923,876,5,1984,37.0,0.0,Mitchel,1Fam,Y,Attchd,TA,TA,119500
1224,818,6,1926,,0.0,OldTown,1Fam,Y,Detchd,TA,TA,115000
1343,731,5,1921,54.0,0.0,Crawfor,1Fam,Y,Detchd,TA,TA,154900
1124,0,5,1954,77.0,0.0,Edwards,1Fam,Y,,TA,,93000
2514,1216,7,1990,,0.0,Timber,1Fam,Y,Attchd,TA,Gd,250000
1652,1600,8,2008,64.0,186.0,Crawfor,TwnhsE,Y,Attchd,Gd,Ex,392500
4476,2396,10,1996,160.0,0.0,NoRidge,1Fam,Y,Attchd,Ex,Ex,745000
1130,1120,5,1920,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,120000
1572,1572,5,1963,50.0,226.0,Timber,1Fam,Y,2Types,TA,TA,186700
1221,784,5,1924,60.0,0.0,Edwards,1Fam,Y,Attchd,TA,TA,104900
1699,978,3,1900,107.0,0.0,OldTown,2fmCon,Y,CarPort,TA,Fa,95000
1624,1624,8,1994,89.0,0.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,262000
1660,831,7,2002,68.0,95.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,195000
1804,994,7,1999,60.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,TA,189000
1622,1249,4,1961,,149.0,Mitchel,2fmCon,Y,2Types,TA,TA,168000
1441,776,8,1999,24.0,456.0,Somerst,Twnhs,Y,Detchd,Gd,Gd,174000
1472,702,5,1925,60.0,0.0,OldTown,1Fam,Y,Detchd,Gd,TA,125000
1224,1224,6,1999,,425.0,Mitchel,TwnhsE,Y,Attchd,TA,Ex,165000
1352,663,6,1969,80.0,143.0,Sawyer,1Fam,Y,Attchd,TA,TA,158000
